OBJECTID,PARK_ID,NAME,NAME_FR,ADDRESS,ADDRESS_FR,PARK_TYPE,PARK_TYPE_FR,DOG_DESIGNATION,DOG_DESIGNATION_FR,WATERBODY_ACCESS,WARD,WARD_NAME,WARD_NAME_FR,PARK_DEDICATION_STATUS,ACCESSIBLE,OPEN,LATITUDE,LONGITUDE,SAP_FLOC,MODIFIED_DATE,CREATED_DATE,DOG_DESIGNATION_DETAILS,DOG_DESIGNATION_DETAILS_FR,Shape_Length,Shape_Area,SAP_ID,PARK_CATEGORY,PARK_CATEGORY_FR
43,627,Hilltop Park,Parc Hilltop,"5425 Hilltop Drive, Rideau","5425, promenade Hilltop, Rideau",Passive Recreation,Loisirs passifs,4,4,no/non,21,Rideau-Jock,Rideau-Jock,0,no/non,,45.23273136,-75.6876293,R-PKS-008-0432,1668470649000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,586.4580659790101,7917.34662831,432,Parkette,Miniparc
44,1178,Birdland Park,Parc Birdland,"3 Whippoorwill Drive, Gloucester","3, promenade Whippoorwill, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,no/non,,45.45226223,-75.61543275,R-PKS-002-0099,1668471327000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,682.8178921691955,12401.4549532,99,Neighbourhood Park,Parc de quartier
45,357,Eastvale Park,Parc Eastvale,"740 Eastvale Drive, Gloucester","740, promenade Eastvale, Gloucester",Active Recreation,Loisirs dynamiques,1,1,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,no/non,,45.45924066,-75.59762684,R-PKS-005-0270,1668471791000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,827.3116856342036,16911.998740405,270,Neighbourhood Park,Parc de quartier
46,1684,Pelican Park,Parc Pelican,"658 Pelican Street, Cumberland","658, rue Pelican, Cumberland",Passive Recreation,Loisirs passifs,4,4,no/non,19,Orléans South-Navan,Orléans-Sud-Navan,0,no/non,,45.46090587,-75.47039149,R-PKS-016-0726,1668471652000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,170.45773116489212,938.802594,726,Urban Plaza,Place urbaine
47,149,Rose Park,Parc Rose,"310 Bruyère Street, Ottawa","310, rue Bruyère, Ottawa",Active Recreation,Loisirs passifs,3,3,no/non,12,Rideau-Vanier,Rideau-Vanier,0,yes/oui,,45.43491852,-75.68843824,R-PKS-018-0827,1668472096000,,Dogs are not allowed in the park.,Les chiens ne sont pas permis dans le parc.,354.10380763867744,1367.35764119,827,Urban Plaza,Place urbaine
48,797,Whitehaven / George C. Brown Park,Parc Whitehaven / George-C.-Brown,"970 Parkhaven Avenue, Ottawa","970, avenue Parkhaven, Ottawa",Active Recreation,Loisirs dynamiques,3,3,no/non,7,Bay,Baie,0,no/non,,45.36132003,-75.77690167,R-PKS-023-1010,1668471415000,,Dogs are not allowed in the park.,Les chiens ne sont pas permis dans le parc.,962.5068802262412,22620.582765485,1010,Neighbourhood Park,Parc de quartier
49,835,Caldwell-Carver Conservation Area,Zone de conservation Caldwell-Carver,"750 Hillsdale Road, Rockcliffe Park","750, chemin Hillsdale, Rockcliffe Park",Passive Recreation,Loisirs passifs,4,4,yes/oui,13,Rideau-Rockcliffe,Rideau-Rockcliffe,0,no/non,,45.45159802,-75.66846729,R-PKS-003-0210,1668472320000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,3420.7671055192554,40580.771153035006,210,Woodland Park,Parc boisé
50,275,Connaught Park,Parc Connaught,"993 Connaught Avenue, Ottawa","993, avenue Connaught, Ottawa",Active Recreation,Loisirs dynamiques,0,0,no/non,7,Bay,Baie,0,no/non,,45.35854742,-75.77986132,R-PKS-003-0204,1668472100000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,661.6111530756672,10667.28907669,204,Parkette,Miniparc
51,1131,Holly Acres Park,Parc Holly Acres,"77 A Varley Drive, Kanata","77 A, promenade Varley, Kanata",Passive Recreation,Loisirs dynamiques,1,1,no/non,4,Kanata North,Kanata-Nord,0,no/non,,45.32876784,-75.91124517,R-PKS-008-0434,1668471318000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1171.1522754564844,9047.389272205,434,Parkette,Miniparc
52,2491,Alice Wilson Woods,Boisé Alice-Wilson,"60 Leacock Drive, Kanata","60, promenade Leacock, Kanata",Passive Recreation,Loisirs passifs,1,1,no/non,4,Kanata North,Kanata-Nord,9,no/non,,45.32258499,-75.89937239,R-PKS-001-1249,1668472425000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1221.0570087375957,41163.8501139,1249,Greenspace,Espace vert
53,2462,Hunt Club Gate Park,Parc Hunt Club Gate,"350 Macoun Circle, Ottawa","350, cercle Macoun, Ottawa",Active Recreation,Loisirs dynamiques,4,4,no/non,10,Gloucester-Southgate,Gloucester-Southgate,0,no/non,,45.36857871,-75.64058306,R-PKS-008-1182,1668471331000,,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,542.1225472967294,6109.741287445,1182,Parkette,Miniparc
54,1101,Casgrain Park,Parc Casgrain,"78 Leacock Drive, Kanata","78, promenade Leacock, Kanata",Passive Recreation,Loisirs passifs,1,1,no/non,4,Kanata North,Kanata-Nord,0,no/non,,45.32552871,-75.89607845,R-PKS-003-0158,1668472422000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,1277.3570740125747,5730.11843226,158,Parkette,Miniparc
55,315,Rowe Park,Parc Rowe,"341 Davis Avenue, Kanata","341, avenue Davis, Kanata",Active Recreation,Loisirs dynamiques,0,0,no/non,23,Kanata South,Kanata-Sud,0,no/non,,45.30505633,-75.90681041,R-PKS-018-0834,1668471232000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,931.8907534381252,9745.21194798,834,Parkette,Miniparc
56,335,St. Paul's Park,Parc St-Paul,"469 Donald Street, Ottawa","469, rue Donald, Ottawa",Active Recreation,Loisirs dynamiques,2,2,no/non,13,Rideau-Rockcliffe,Rideau-Rockcliffe,0,no/non,,45.42946764,-75.64787886,R-PKS-019-0886,1668471658000,,No dogs on pool play area and ball diamond. Dogs allowed rest of park.,"Chiens interdits dans le secteur de l’aire de jeux, de la pataugeoire et du terrain de balle. Chiens permis dans le reste du parc.",740.977881848794,10634.547251,886,Parkette,Miniparc
57,385,Princess Margriet Park,Parc de la Princesse-Margriet,265 Fairmont Avenue,265 avenue Fairmont,Active Recreation,Loisirs dynamiques,2,2,no/non,15,Kitchissippi,Kitchissippi,0,no/non,,45.39814242,-75.71895454,R-PKS-006-0303,1737557520000,,No dogs north of south side of courts. Dogs allowed south of tennis courts.,Chiens interdits au nord du côté sud des terrains de tennis. Chiens permis au sud des terrains de tennis.,908.5556066481134,15868.26512596,303,Neighbourhood Park,Parc de quartier
58,2632,August Park,Parc August,544 Ponthieu Circle,"544, cercle Ponthieu",Active Recreation,Loisirs dynamiques,4,4,yes/oui,19,Orléans South-Navan,Orléans-Sud-Navan,0,yes/oui,,45.43986573,-75.52066584,R-PKS-001-1398,1668472275000,1571758437000,The park has not been designated. Dogs are allowed but must be on leash at all times.  Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Pas désigné. Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux.,917.8862903498673,12819.322492185,1398,Neighbourhood Park,Parc de quartier
59,376,Lion's Park,Parc Lion's,"294 Elmgrove Avenue, Ottawa","294, avenue Elmgrove, Ottawa",Active Recreation,Loisirs dynamiques,3,3,no/non,15,Kitchissippi,Kitchissippi,0,no/non,,45.3943831,-75.75250548,R-PKS-012-0542,1668471345000,,Dogs are not allowed in the park.,Les chiens ne sont pas permis dans le parc.,739.5655065673678,9844.26602248,542,Parkette,Miniparc
60,141,Lincoln Heights Park,Parc Lincoln Heights,"265 Britannia Road, Ottawa","265, chemin Britannia, Ottawa",Active Recreation,Loisirs dynamiques,0,0,no/non,7,Bay,Baie,0,no/non,,45.36749674,-75.79287733,R-PKS-012-0536,1668471126000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,1728.5575359649276,31155.724763525002,536,Neighbourhood Park,Parc de quartier
61,1174,Moloughney Park,Parc Moloughney,"30 Wessex Road, Nepean","30, chemin Wessex, Nepean",Active Recreation,Loisirs dynamiques,3,3,no/non,3,Barrhaven West,Barrhaven-Ouest,0,no/non,,45.27306192,-75.75181289,R-PKS-013-0622,1668470718000,,Dogs are not allowed in the park.,Les chiens ne sont pas permis dans le parc.,865.1743532688979,24263.14687334,622,Neighbourhood Park,Parc de quartier
62,991,Shearer Park,Parc Shearer,"89 Kakulu Road, Kanata","89, chemin Kakulu, Kanata",Active Recreation,Loisirs dynamiques,1,1,no/non,23,Kanata South,Kanata-Sud,0,no/non,,45.30656441,-75.89122868,R-PKS-019-0859,1668470657000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,529.762319836713,8083.555544055001,859,Parkette,Miniparc
63,374,Mary Durling Park,Parc Mary-Durling,33 Brae Crescent,"33, croissant Brae",Active Recreation,Loisirs dynamiques,1,1,no/non,6,Stittsville,Stittsville,0,no/non,,45.25015663,-75.91887695,R-PKS-003-0232,1668471751000,,Dogs are allowed but must be on leash at all times. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Les chiens sont permis dans le parc mais qu’ils doivent être tenus en laisse en tout temps. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines,950.0365297699498,17429.213983334997,232,Neighbourhood Park,Parc de quartier
64,1521,Pine Bluff Park,Parc Pine Bluff,"46P Hesse Crescent, Goulbourn","46P, croissant Hesse, Goulbourn",Passive Recreation,Loisirs passifs,0,0,no/non,6,Stittsville,Stittsville,0,no/non,,45.26613416,-75.92048633,R-PKS-016-0735,1668471771000,,Dogs may be off leash. Dogs must always be under the control of their handler. Dogs are prohibited from being within five (5) meters of all children's play areas and pools.,Signifie que les chiens peuvent être en liberté. Les chiens doivent toujours être sous la surveillance de leurs propriétaires. Les chiens sont interdits à moins de cinq mètres des terrains de jeux et des piscines.,2748.280038775871,17554.655673585003,735,Neighbourhood Park,Parc de quartier
65,377,Elmridge Park,Parc Elmridge,"1841 Elmridge Drive, Gloucester","1841, promenade Elmridge, Gloucester",Active Recreation,Loisirs dynamiques,2,2,no/non,11,Beacon Hill-Cyrville,Beacon Hill-Cyrville,0,no/non,,45.44364744,-75.60422556,R-PKS-005-0286,1668470661000,,Dogs allowed between 4 pm and 6 pm.,Chiens permis de 16h à 18h.,888.5774796301274,19629.008110585,286,Neighbourhood Park,Parc de quartier
