APPLICATION_NUMBER,APPLICATION_DATE,APPLICATION_TYPE,STATUS,STATUS_DATE,ADDRESS,WARD,LATITUDE,LONGITUDE,IS_ACTIVE,IS_APPROVED
D02-02-21-0022           ,2021-03-17,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-08-08,1849 MAPLE GROVE,Ward 6                             ,45.286443,-75.924821,0,1
D02-02-21-0021           ,2021-03-17,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-12-20,2935 CONROY,Ward 10                            ,45.381629,-75.628252,0,1
D01-01-21-0003           ,2021-03-19,Official Plan Amendment  ,Second By-law in Effect,2023-02-22,206 ST-LAURENT; BOUL,Ward 13                            ,45.453005,-75.654578,0,0
D01-01-21-0003           ,2021-03-19,Official Plan Amendment  ,Second By-law in Effect,2023-02-22,496 BRITTANY,Ward 13                            ,45.444463,-75.64397699999999,0,0
D01-01-21-0003           ,2021-03-19,Official Plan Amendment  ,Second By-law in Effect,2023-02-22,459 BRITTANY,Ward 13                            ,45.445001999999995,-75.64314499999999,0,0
D07-16-21-0006           ,2021-03-18,Plan of Subdivision      ,Draft Approved,2024-10-08,2284 MER-BLEUE; CH DE LA,Ward 19                            ,45.44213,-75.49769599999999,0,1
D07-12-21-0037           ,2021-03-19,Site Plan Control        ,Application File Pending,2022-12-21,2046 SCOTT,Ward 15                            ,45.395286999999996,-75.753598,1,0
D07-12-21-0037           ,2021-03-19,Site Plan Control        ,Application File Pending,2022-12-21,299 ASHTON,Ward 15                            ,45.39488,-75.75356699999999,1,0
D07-12-21-0040           ,2021-03-29,Site Plan Control        ,Signed Letter of Undertaking Received,2022-05-30,216 MURRAY,Ward 12                            ,45.431263,-75.689242,0,0
D07-12-21-0022           ,2021-02-22,Site Plan Control        ,Application File Pending,2021-12-07,723 PUTNEY,Ward 6                             ,45.272062999999996,-75.894452,1,0
D07-12-21-0023           ,2021-02-24,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-10-30,26 MCARTHUR,Ward 12                            ,45.430616,-75.667549,0,1
D07-12-21-0027           ,2021-02-26,Site Plan Control        ,Addt'l Submission Deemed Inadequate - File Pending,2024-01-26,2167 MCGEE SIDE,Ward 5                             ,45.315684,-75.995931,0,0
D02-02-21-0015           ,2021-03-03,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-10-12,399 WINSTON,Ward 15                            ,45.391472,-75.75622299999999,0,1
D01-01-21-0001           ,2021-03-08,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2021-06-08,2621 DONNELLY,Ward 21                            ,45.064181999999995,-75.66999799999999,0,1
D07-12-21-0031           ,2021-03-09,Site Plan Control        ,Application File Pending,2021-05-03,1339 BANK,Ward 18                            ,45.388523,-75.676335,1,0
D02-02-21-0020           ,2021-03-11,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-04-20,641 RIDEAU,Ward 12                            ,45.433898,-75.674401,0,1
D02-02-21-0033           ,2021-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-07-25,126 YORK,Ward 12                            ,45.428892,-75.689702,0,1
D02-02-21-0034           ,2021-04-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-12-12,3437 INNES,Ward 2                             ,45.446574,-75.528487,0,1
D02-02-21-0036           ,2021-05-05,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-06-11,5494 BOUNDARY,Ward 20                            ,45.340101,-75.441671,0,1
D07-12-21-0057           ,2021-05-04,Site Plan Control        ,Receipt of Agreement from Owner Pending,2023-09-26,100 BAYSHORE,Ward 7                             ,45.346674,-75.80930099999999,0,0
D01-01-20-0023           ,2020-12-04,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2021-07-05,481 TULLAMORE,Ward 20                            ,45.271496,-75.6061,0,1
D02-02-21-0037           ,2021-05-10,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-10-12,400 ALBERT,Ward 14                            ,45.417421,-75.70479499999999,0,1
D02-02-21-0037           ,2021-05-10,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-10-12,156 LYON,Ward 14                            ,45.417868999999996,-75.70448999999999,0,1
D07-12-21-0060           ,2021-05-12,Site Plan Control        ,Approval Lapsed - No Building Permit Issued,2022-10-18,2525 LANCASTER,Ward 18                            ,45.400996,-75.612377,0,0
D07-12-21-0044           ,2021-04-07,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-09-22,103 SCHNEIDER,Ward 4                             ,45.340287,-75.901234,0,1
D07-12-21-0048           ,2021-04-13,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2022-05-26,65 STEWART,Ward 12                            ,45.426587,-75.685512,0,1
D07-12-21-0083           ,2021-06-15,Site Plan Control        ,Application Approved: No Agreement/Letter of Undertaking Required,2021-11-30,6379 PERTH,Ward 21                            ,45.190731,-75.854896,0,1
D07-12-21-0084           ,2021-06-16,Site Plan Control        ,Request for Agreement Received,2024-08-17,1592 TENTH LINE,Ward 1                             ,45.470476,-75.49403099999999,1,0
D07-12-21-0086           ,2021-06-18,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2023-04-04,394 BANK,Ward 14                            ,45.413035,-75.694726,0,1
D02-02-21-0057           ,2021-06-22,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-10-05,729 RIDGEWOOD,Ward 16                            ,45.368308999999996,-75.687939,0,1
D02-02-21-0058           ,2021-06-22,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-07-06,56 BAYSWATER,Ward 15                            ,45.405516,-75.72044,0,1
D07-12-21-0092           ,2021-06-23,Site Plan Control        ,,2024-05-03,1376 CARLING,Ward 16                            ,45.384209999999996,-75.736993,0,0
D07-12-21-0090           ,2021-06-22,Site Plan Control        ,Registration package reviewed,2025-01-13,60 BAYSWATER,Ward 15                            ,45.405431,-75.720389,0,0
D02-02-22-0017           ,2022-02-22,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-05-31,15 LARCH,Ward 14                            ,45.405553,-75.713824,0,1
D07-12-22-0029           ,2022-02-24,Site Plan Control        ,Application Approved,2023-05-24,159 JAMES,Ward 14                            ,45.411483999999994,-75.700003,0,1
D07-12-22-0031           ,2022-02-28,Site Plan Control        ,Application File Pending,2023-11-08,40 JAMIE,Ward 9                             ,45.334558,-75.719414,1,0
D01-01-22-0005           ,2022-04-26,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2022-12-07,665 ALBERT,Ward 14                            ,45.413295,-75.712619,0,1
D07-12-21-0123           ,2021-08-16,Site Plan Control        ,,2023-12-18,2 MONTREAL; CH DE,Ward 12                            ,45.432823,-75.669276,0,0
D01-01-21-0014           ,2021-08-19,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2023-12-19,285 MCLEOD,Ward 14                            ,45.412794999999996,-75.69072899999999,0,1
D02-02-21-0084           ,2021-08-19,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-12-19,283 MCLEOD,Ward 14                            ,45.412816,-75.690609,0,1
D07-12-21-0093           ,2021-06-28,Site Plan Control        ,Application Approved,2022-05-17,80 LANDRY,Ward 12                            ,45.437888,-75.67181,0,1
D02-02-21-0087           ,2021-08-25,Zoning By-law Amendment  ,Application Approved by OMB,2023-08-18,280 LAURIER,Ward 12                            ,45.426401,-75.67965699999999,0,1
D07-12-21-0117           ,2021-08-04,Site Plan Control        ,Receipt of Agreement from Owner Pending,2023-04-03,200 PURPLE MARTIN,Ward 8                             ,45.340025,-75.793978,0,0
D07-12-21-0135           ,2021-08-27,Site Plan Control        ,Notice of Decision Sent,2025-06-17,253 YORK,Ward 12                            ,45.431408999999995,-75.686032,0,1
D07-12-21-0135           ,2021-08-27,Site Plan Control        ,Notice of Decision Sent,2025-06-17,78 NELSON,Ward 12                            ,45.4316,-75.68603999999999,0,1
D02-02-21-0088           ,2021-08-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-12-19,253 YORK,Ward 12                            ,45.431408999999995,-75.686032,0,1
D02-02-21-0089           ,2021-09-01,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-01-04,4400 PIPERVILLE,Ward 20                            ,45.336967,-75.53492899999999,0,1
D02-02-21-0090           ,2021-09-02,Zoning By-law Amendment  ,Zoning By-law in Effect,2024-10-01,3079 NAVAN,Ward 19                            ,45.431224,-75.51853299999999,0,1
D07-16-21-0027           ,2021-09-02,Plan of Subdivision      ,Request for Agreement Received,2023-11-20,2983 NAVAN,Ward 19                            ,45.432707,-75.521198,1,0
D02-02-21-0094           ,2021-09-08,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-03-10,4220 UPPER DWYER HILL,Ward 5                             ,45.379766,-76.26252199999999,0,1
D01-01-21-0015           ,2021-09-08,Official Plan Amendment  ,No Appeal - Official Plan Amendment Adopted,2024-02-20,436 MACLAREN,Ward 14                            ,45.413776999999996,-75.697407,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,6 EVELYN,Ward 21                            ,45.199056,-75.830085,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,8 COLONEL MURRAY,Ward 21                            ,45.194975,-75.83647599999999,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,5911 PERTH,Ward 21                            ,45.202281,-75.82923799999999,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,5971 PERTH,Ward 21                            ,45.199318,-75.83188,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,6035 PERTH,Ward 21                            ,45.197455999999995,-75.83491099999999,0,1
D02-02-21-0081           ,2021-08-13,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-11-08,5967 PERTH,Ward 21                            ,45.199476999999995,-75.831633,0,1
D02-02-21-0097           ,2021-09-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2023-02-21,3479 ST-JOSEPH; BOUL,Ward 1                             ,45.486517,-75.49423999999999,0,1
D02-02-21-0065           ,2021-07-12,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-10-03,1050 CANADIAN SHIELD,Ward 4                             ,45.315819,-75.90213,0,1
D07-12-20-0005           ,2020-01-23,Site Plan Control        ,Agreement Registered - Securities Held,2022-08-24,1405 BASELINE,Ward 16                            ,45.362321,-75.73931499999999,0,1
D07-12-21-0107           ,2021-07-14,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2025-01-17,620 BOBOLINK,Ward 6                             ,45.268916,-75.891874,0,1
D07-12-21-0108           ,2021-07-19,Site Plan Control        ,Receipt of Agreement from Owner Pending,2025-09-25,770 BRONSON,Ward 17                            ,45.400681999999996,-75.69986399999999,0,0
D07-16-21-0023           ,2021-07-21,Plan of Subdivision      ,OMB Package Sent,2024-06-21,6544 JACK PINE,Ward 20                            ,45.25315,-75.59857099999999,0,0
D02-02-21-0075           ,2021-07-28,Zoning By-law Amendment  ,OMB Package Sent,2022-12-22,7 CHERYL,Ward 9                             ,45.330000999999996,-75.750378,0,0
D07-12-21-0112           ,2021-07-27,Site Plan Control        ,Application File Pending,2021-10-16,1062 SILVER,Ward 16                            ,45.377382,-75.729174,1,0
D02-02-21-0074           ,2021-07-28,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-12-29,380 HUNT CLUB,Ward 10                            ,45.30381,-75.663579,0,1
D07-12-21-0115           ,2021-07-29,Site Plan Control        ,Request for Agreement Received,2024-10-17,112 NELSON,Ward 12                            ,45.43042,-75.685598,1,0
D07-12-21-0117           ,2021-08-04,Site Plan Control        ,Receipt of Agreement from Owner Pending,2023-04-03,2710 DRAPER,Ward 8                             ,45.340025,-75.793978,0,0
D07-12-20-0177           ,2020-12-14,Site Plan Control        ,Application Approved,2021-08-11,2780 LANCASTER,Ward 18                            ,45.395129999999995,-75.605843,0,1
D02-02-19-0060           ,2019-05-21,Zoning By-law Amendment  ,Application Refused by OMB,2021-01-08,3490 INNES,Ward 2                             ,45.443321999999995,-75.522718,0,0
D02-02-19-0037           ,2019-04-09,Zoning By-law Amendment  ,Zoning By-law in Effect,2020-12-28,468 BYRON,Ward 15                            ,45.391014999999996,-75.752231,0,1
D01-01-19-0010           ,2019-04-24,Official Plan Amendment  ,Application Approved by OMB,2022-05-19,2851 BAYCREST,Ward 18                            ,45.378496999999996,-75.650457,0,1
D01-01-19-0010           ,2019-04-24,Official Plan Amendment  ,Application Approved by OMB,2022-05-19,2816 SANDALWOOD,Ward 18                            ,45.379303,-75.647699,0,1
D02-02-19-0047           ,2019-04-26,Zoning By-law Amendment  ,Zoning By-law in Effect,2020-12-29,3288 GREENBANK,Ward 3                             ,45.263484,-75.74583799999999,0,1
D07-12-19-0075           ,2019-05-08,Site Plan Control        ,Comment Period in Progress,2025-01-31,2190 HALIFAX,Ward 18                            ,45.38802,-75.62316299999999,1,0
D02-02-19-0063           ,2019-05-27,Zoning By-law Amendment  ,Application Approved by OMB,2021-01-04,5924 HAZELDEAN,Ward 6                             ,45.276207,-75.92174399999999,0,1
D02-02-19-0063           ,2019-05-27,Zoning By-law Amendment  ,Application Approved by OMB,2021-01-04,5938 HAZELDEAN,Ward 6                             ,45.276207,-75.92174399999999,0,1
D07-12-19-0089           ,2019-05-27,Site Plan Control        ,Agreement Registered - Final Legal Clearance Given,2021-12-20,5933 HAZELDEAN,Ward 6                             ,45.276841999999995,-75.92266699999999,0,1
D02-02-20-0099           ,2020-10-16,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-06-08,133 CATHERINE,Ward 14                            ,45.410458,-75.690325,0,1
D07-12-20-0135           ,2020-10-19,Site Plan Control        ,,2022-02-02,5123 HAWTHORNE,Ward 20                            ,45.303785999999995,-75.556387,0,0
D01-01-20-0019           ,2020-10-21,Official Plan Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415338,-75.692775,1,0
D02-02-20-0101           ,2020-10-21,Zoning By-law Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415152,-75.693016,1,0
D02-02-20-0101           ,2020-10-21,Zoning By-law Amendment  ,Application File Pending,2025-04-01,267 O'CONNOR,Ward 14                            ,45.415406999999995,-75.693238,1,0
D02-02-20-0102           ,2020-10-21,Zoning By-law Amendment  ,Zoning By-law in Effect,2022-07-25,70 RICHMOND,Ward 15                            ,45.396806,-75.742273,0,1
D02-02-20-0105           ,2020-10-27,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-03-22,191 NORICE,Ward 8                             ,45.339957999999996,-75.75344299999999,0,1
D02-02-20-0127           ,2020-12-14,Zoning By-law Amendment  ,Zoning By-law in Effect,2021-05-11,331 COOPER,Ward 14                            ,45.417254,-75.694649,0,1
D07-12-20-0177           ,2020-12-14,Site Plan Control        ,Application Approved,2021-08-11,2790 LANCASTER,Ward 18                            ,45.395129999999995,-75.605843,0,1
